id_observation,date,annee,mois,semaine,region_administrative,prefecture,zone_climatique,latitude,longitude,temperature_moyenne_c,temperature_min_c,temperature_max_c,precipitation_mm,precipitation_7j_mm,precipitation_30j_mm,humidite_relative_pct,vitesse_vent_kmh,jours_pluie_7j,humidite_sol_pct,indice_eau_stagnante,cas_paludisme_simules,taux_incidence_simule_pour_1000,niveau_risque
GN2025-00135,2025-02-12,2025,2,7,Nzérékoré,Yomou,forestier,7.56000,-9.31000,27.10,22.35,32.51,0.65,7.75,30.84,58.22,11.32,1,46.42,0.147,5,0.005,faible
GN2025-00136,2025-05-09,2025,5,19,Conakry,Conakry,côtier,9.54000,-13.68000,27.69,24.10,30.86,35.02,99.61,153.36,70.25,4.46,5,49.38,0.713,4,0.005,moyen
GN2025-00137,2025-03-14,2025,3,11,Boké,Boffa,côtier,10.18000,-14.04000,29.75,26.38,33.08,8.77,27.89,56.01,53.84,9.50,2,46.26,0.293,1,0.001,faible
GN2025-00138,2025-06-23,2025,6,26,Boké,Boké,côtier,10.94000,-14.29000,28.42,23.76,31.50,31.20,68.22,377.29,77.41,10.01,7,71.08,0.718,10,0.010,moyen
GN2025-00139,2025-05-03,2025,5,18,Boké,Fria,côtier,10.37000,-13.58000,29.55,25.49,33.62,9.40,18.50,143.71,66.92,10.95,2,42.88,0.240,3,0.003,faible
GN2025-00140,2025-06-07,2025,6,23,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,26.90,21.80,31.06,1.58,51.15,92.37,65.10,5.97,4,37.81,0.485,6,0.006,faible
GN2025-00141,2025-10-06,2025,10,41,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.64,23.82,32.04,13.00,48.84,128.02,82.92,10.79,7,64.33,0.717,12,0.011,moyen
GN2025-00142,2025-09-11,2025,9,37,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.72,25.54,31.78,82.10,158.99,393.20,86.23,6.28,6,79.06,1.000,8,0.008,eleve
GN2025-00143,2025-02-22,2025,2,8,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,29.32,23.84,33.91,0.43,27.52,38.36,55.59,10.96,2,39.58,0.285,4,0.004,faible
GN2025-00144,2025-12-24,2025,12,52,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,27.73,23.59,31.23,21.93,133.67,399.10,71.23,8.39,6,67.71,0.938,7,0.007,moyen
GN2025-00145,2025-04-09,2025,4,15,Faranah,Kissidougou,forestier,9.18000,-10.10000,26.92,22.79,32.40,0.55,2.45,166.63,55.65,4.91,0,42.38,0.175,5,0.005,faible
GN2025-00146,2025-04-07,2025,4,15,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,30.00,26.95,34.68,0.56,3.30,37.82,61.81,12.85,0,37.67,0.086,3,0.003,faible
GN2025-00147,2025-09-24,2025,9,39,Kankan,Kérouané,forestier,9.27000,-9.01000,27.25,22.32,30.75,0.40,169.71,727.01,73.30,5.69,5,93.58,1.000,16,0.016,eleve
GN2025-00148,2025-01-07,2025,1,2,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.90,25.06,35.69,0.65,3.25,3.25,59.94,10.80,0,39.63,0.085,1,0.001,faible
GN2025-00149,2025-04-25,2025,4,17,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,28.04,22.85,33.47,0.76,9.09,33.48,65.57,10.92,1,43.93,0.172,4,0.004,faible
GN2025-00150,2025-08-12,2025,8,33,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.42,24.15,33.73,0.79,8.38,180.71,77.79,7.04,4,55.43,0.353,9,0.008,faible
GN2025-00151,2025-08-05,2025,8,32,Kindia,Coyah,côtier,9.71000,-13.38000,27.67,22.68,33.38,110.93,415.62,1327.56,90.51,6.03,6,98.00,1.000,10,0.011,eleve
GN2025-00152,2025-11-09,2025,11,45,Kindia,Dubréka,côtier,9.79000,-13.52000,28.18,25.13,31.95,0.46,159.89,932.56,79.69,9.33,4,97.58,1.000,12,0.013,eleve
GN2025-00153,2025-02-09,2025,2,6,Kindia,Forécariah,côtier,9.43000,-13.09000,28.27,25.22,32.78,0.08,3.21,26.89,56.52,11.20,0,39.12,0.042,0,0.000,faible
GN2025-00154,2025-01-26,2025,1,4,Kindia,Kindia,côtier,10.06000,-12.87000,28.54,24.30,33.34,0.49,2.31,9.63,61.34,11.92,0,31.92,0.044,4,0.004,faible
GN2025-00155,2025-09-01,2025,9,36,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.25,21.97,32.35,2.13,80.94,451.44,73.44,7.29,7,67.49,0.733,8,0.008,moyen
GN2025-00156,2025-08-09,2025,8,32,Labé,Koubia,montagneux,11.59000,-11.90000,24.10,20.25,28.12,37.46,144.50,409.20,65.47,11.17,6,58.69,1.000,10,0.009,moyen
GN2025-00157,2025-01-28,2025,1,5,Labé,Labé,montagneux,11.32000,-12.29000,25.34,20.69,30.96,0.50,2.61,57.73,57.93,16.11,0,38.22,0.142,2,0.002,faible
GN2025-00158,2025-07-02,2025,7,27,Labé,Lélouma,montagneux,11.18000,-12.48000,23.52,18.75,28.78,88.74,123.65,445.60,86.24,8.84,5,75.58,0.960,7,0.006,moyen
GN2025-00159,2025-03-21,2025,3,12,Labé,Mali,montagneux,12.08000,-12.30000,25.26,21.38,28.40,0.62,2.90,13.63,56.12,8.77,0,33.17,0.090,2,0.002,faible
GN2025-00160,2025-07-13,2025,7,28,Labé,Tougué,montagneux,11.45000,-11.67000,25.06,19.68,30.00,12.67,81.03,305.02,77.57,10.00,7,54.75,0.770,7,0.006,moyen
GN2025-00161,2025-04-02,2025,4,14,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.93,21.65,29.64,0.12,20.40,37.78,62.68,11.33,2,43.65,0.239,1,0.001,faible
GN2025-00162,2025-03-18,2025,3,12,Mamou,Mamou,montagneux,10.38000,-12.09000,26.45,23.34,32.03,0.64,3.92,34.86,58.93,11.43,0,42.30,0.081,3,0.003,faible
GN2025-00163,2025-10-02,2025,10,40,Mamou,Pita,montagneux,11.06000,-12.40000,23.44,19.32,27.52,20.31,159.51,541.75,79.89,9.79,7,74.75,1.000,14,0.013,eleve
GN2025-00164,2025-10-27,2025,10,44,Nzérékoré,Beyla,forestier,8.69000,-8.65000,26.13,22.15,30.53,18.42,216.38,971.75,75.02,7.65,6,98.00,1.000,10,0.010,eleve
GN2025-00165,2025-02-14,2025,2,7,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,26.71,22.34,29.72,0.80,10.07,56.98,57.91,12.82,1,36.76,0.202,2,0.002,faible
GN2025-00166,2025-02-06,2025,2,6,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.96,21.37,28.99,0.80,3.65,12.49,63.46,15.10,0,33.42,0.079,3,0.003,faible
GN2025-00167,2025-06-21,2025,6,25,Nzérékoré,Macenta,forestier,8.54000,-9.47000,25.50,20.49,30.62,0.41,165.91,568.58,78.69,9.77,6,80.15,1.000,14,0.015,eleve
GN2025-00168,2025-10-04,2025,10,40,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,26.27,20.99,31.28,43.32,174.80,944.58,75.34,11.08,5,98.00,1.000,12,0.013,eleve
GN2025-00169,2025-12-30,2025,12,1,Nzérékoré,Yomou,forestier,7.56000,-9.31000,25.50,21.13,29.15,32.84,311.35,1238.47,69.90,9.00,6,98.00,1.000,9,0.010,eleve
GN2025-00170,2025-12-14,2025,12,50,Conakry,Conakry,côtier,9.54000,-13.68000,27.90,23.69,32.79,0.59,174.99,1062.67,75.48,7.44,6,98.00,1.000,20,0.023,eleve
GN2025-00171,2025-06-19,2025,6,25,Boké,Boffa,côtier,10.18000,-14.04000,28.26,24.28,33.24,0.28,120.02,302.60,70.51,8.60,5,69.25,0.896,7,0.007,eleve
GN2025-00172,2025-09-04,2025,9,36,Boké,Boké,côtier,10.94000,-14.29000,28.16,23.25,31.86,2.79,136.68,461.17,73.12,4.20,7,72.83,0.967,8,0.008,eleve
GN2025-00173,2025-03-08,2025,3,10,Boké,Fria,côtier,10.37000,-13.58000,29.73,24.88,33.00,0.06,55.83,66.09,57.47,11.88,2,32.64,0.391,2,0.002,faible
GN2025-00174,2025-12-09,2025,12,50,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,28.05,23.10,31.61,3.83,167.30,419.07,73.07,8.41,7,69.17,1.000,14,0.013,eleve
GN2025-00175,2025-03-06,2025,3,10,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,29.91,24.92,33.94,0.68,2.59,35.88,54.79,11.78,0,29.52,0.144,3,0.003,faible
GN2025-00176,2025-11-06,2025,11,45,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,27.94,24.24,31.62,50.89,219.01,536.81,83.02,8.84,6,73.61,1.000,15,0.014,eleve
GN2025-00177,2025-12-14,2025,12,50,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,27.50,23.96,32.29,0.33,35.58,181.38,77.92,9.96,3,51.07,0.409,5,0.005,faible
GN2025-00178,2025-11-02,2025,11,44,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,27.26,23.52,31.72,1.17,107.46,381.67,75.92,6.56,7,54.24,0.876,10,0.010,moyen
GN2025-00179,2025-06-28,2025,6,26,Faranah,Kissidougou,forestier,9.18000,-10.10000,25.83,20.41,31.53,77.26,246.23,637.25,75.24,9.85,7,78.54,1.000,10,0.011,eleve
GN2025-00180,2025-11-29,2025,11,48,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,29.94,25.95,33.46,1.61,19.72,185.65,77.70,7.39,7,59.10,0.553,9,0.009,faible
GN2025-00181,2025-05-30,2025,5,22,Kankan,Kérouané,forestier,9.27000,-9.01000,28.14,24.78,31.77,0.89,75.69,293.05,68.33,9.37,4,60.20,0.559,9,0.009,moyen
GN2025-00182,2025-03-30,2025,3,13,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.92,24.42,34.45,0.21,13.99,39.56,57.37,8.17,2,40.13,0.213,5,0.005,faible
GN2025-00183,2025-12-03,2025,12,49,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,28.53,24.39,32.68,0.32,84.73,352.99,67.19,9.64,3,51.23,0.551,7,0.007,moyen
GN2025-00184,2025-12-16,2025,12,51,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.73,26.71,34.17,1.65,10.46,101.14,76.31,7.61,5,49.81,0.407,6,0.006,faible
GN2025-00185,2025-04-16,2025,4,16,Kindia,Coyah,côtier,9.71000,-13.38000,28.67,25.56,32.80,0.50,4.38,126.67,62.47,15.90,1,42.06,0.165,1,0.001,faible
GN2025-00186,2025-09-12,2025,9,37,Kindia,Dubréka,côtier,9.79000,-13.52000,26.78,21.51,31.73,2.42,128.47,885.76,71.73,7.22,6,89.52,0.977,11,0.012,eleve
GN2025-00187,2025-01-30,2025,1,5,Kindia,Forécariah,côtier,9.43000,-13.09000,28.36,24.09,31.54,0.36,1.77,17.80,54.67,11.81,0,35.66,0.019,4,0.004,faible
GN2025-00188,2025-04-27,2025,4,17,Kindia,Kindia,côtier,10.06000,-12.87000,26.38,21.85,31.02,0.66,20.71,134.20,71.01,11.42,1,55.81,0.271,1,0.001,faible
GN2025-00189,2025-07-26,2025,7,30,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.78,22.65,32.28,6.90,38.81,481.76,75.53,10.26,4,73.63,0.428,10,0.010,moyen
GN2025-00190,2025-02-20,2025,2,8,Labé,Koubia,montagneux,11.59000,-11.90000,25.12,21.60,30.00,0.48,26.52,52.67,65.68,8.18,2,39.12,0.321,1,0.001,faible
GN2025-00191,2025-02-03,2025,2,6,Labé,Labé,montagneux,11.32000,-12.29000,25.73,21.85,28.88,0.03,2.11,53.08,51.80,10.58,0,37.04,0.050,2,0.002,faible
GN2025-00192,2025-01-25,2025,1,4,Labé,Lélouma,montagneux,11.18000,-12.48000,24.96,21.90,30.67,0.22,59.49,81.52,51.22,8.75,2,40.69,0.429,6,0.006,faible
GN2025-00193,2025-12-12,2025,12,50,Labé,Mali,montagneux,12.08000,-12.30000,24.24,20.55,28.88,0.39,60.36,260.60,74.95,6.90,5,57.35,0.594,5,0.005,faible
GN2025-00194,2025-08-12,2025,8,33,Labé,Tougué,montagneux,11.45000,-11.67000,24.27,19.56,29.00,2.96,92.25,293.17,74.71,6.11,6,64.47,0.797,6,0.005,moyen
GN2025-00195,2025-09-21,2025,9,38,Mamou,Dalaba,montagneux,10.69000,-12.25000,23.57,19.29,28.50,0.59,87.99,670.00,71.72,6.63,5,81.44,0.720,7,0.007,moyen
GN2025-00196,2025-11-10,2025,11,46,Mamou,Mamou,montagneux,10.38000,-12.09000,24.32,20.40,29.78,17.18,89.29,474.98,73.22,5.58,7,58.75,0.845,11,0.010,moyen
GN2025-00197,2025-09-27,2025,9,39,Mamou,Pita,montagneux,11.06000,-12.40000,24.68,19.59,29.76,24.88,111.03,453.52,79.01,2.50,6,65.98,0.916,10,0.009,moyen
GN2025-00198,2025-01-26,2025,1,4,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.74,22.27,33.12,0.10,23.74,55.77,56.88,10.65,1,39.30,0.174,4,0.004,faible
GN2025-00199,2025-01-18,2025,1,3,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,27.55,23.35,30.81,0.41,3.01,6.75,56.67,10.90,0,35.33,0.032,3,0.003,faible
GN2025-00200,2025-08-06,2025,8,32,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.38,21.76,31.14,55.86,175.26,803.54,80.63,4.30,6,92.40,1.000,8,0.008,eleve
GN2025-00201,2025-05-29,2025,5,22,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.19,19.02,28.68,1.49,35.54,355.75,68.54,7.35,5,63.83,0.421,8,0.009,moyen
GN2025-00202,2025-12-23,2025,12,52,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,24.41,19.50,28.00,78.96,268.74,943.03,91.60,7.82,6,98.00,1.000,9,0.010,eleve
GN2025-00203,2025-01-04,2025,1,1,Nzérékoré,Yomou,forestier,7.56000,-9.31000,27.59,23.77,31.34,0.17,2.63,2.63,53.21,10.40,1,32.73,0.105,3,0.003,faible
GN2025-00204,2025-11-08,2025,11,45,Conakry,Conakry,côtier,9.54000,-13.68000,27.14,22.29,30.90,67.43,182.82,1119.06,87.63,9.54,7,98.00,1.000,14,0.016,eleve
GN2025-00205,2025-11-29,2025,11,48,Boké,Boffa,côtier,10.18000,-14.04000,27.85,24.71,31.76,0.29,35.66,571.73,77.52,7.90,5,81.90,0.487,8,0.008,moyen
GN2025-00206,2025-03-01,2025,3,9,Boké,Boké,côtier,10.94000,-14.29000,29.63,26.51,33.32,0.58,3.00,70.12,54.58,10.32,0,39.60,0.133,2,0.002,faible
GN2025-00207,2025-06-21,2025,6,25,Boké,Fria,côtier,10.37000,-13.58000,27.29,22.64,31.29,0.21,113.80,397.25,69.20,7.85,5,68.22,0.735,10,0.010,eleve
GN2025-00208,2025-01-03,2025,1,1,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.32,26.75,34.40,0.25,0.79,0.79,56.82,8.48,0,39.27,0.102,1,0.001,faible
GN2025-00209,2025-11-07,2025,11,45,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.56,23.53,32.68,1.14,43.46,145.18,76.71,7.37,5,55.68,0.505,7,0.007,faible
GN2025-00210,2025-03-14,2025,3,11,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,29.76,25.85,34.18,0.03,3.03,11.97,57.79,10.98,0,30.87,0.190,1,0.001,faible
GN2025-00211,2025-10-08,2025,10,41,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,26.24,20.71,29.38,1.34,21.78,181.69,78.52,10.73,5,53.69,0.460,7,0.007,faible
GN2025-00212,2025-04-10,2025,4,15,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,28.96,25.87,32.35,0.77,19.90,60.37,59.48,14.17,1,36.76,0.223,2,0.002,faible
GN2025-00213,2025-02-27,2025,2,9,Faranah,Kissidougou,forestier,9.18000,-10.10000,28.13,24.51,31.34,0.38,1.87,49.45,62.28,11.58,0,49.68,0.140,5,0.005,faible
GN2025-00214,2025-10-27,2025,10,44,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.71,23.43,33.34,4.77,60.59,281.48,73.99,4.91,7,57.43,0.714,10,0.010,moyen
GN2025-00215,2025-08-22,2025,8,34,Kankan,Kérouané,forestier,9.27000,-9.01000,27.79,24.01,33.29,5.52,98.71,550.97,78.73,10.47,7,67.66,0.876,6,0.006,eleve
GN2025-00216,2025-09-17,2025,9,38,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,28.32,24.25,33.62,37.97,140.08,322.79,80.45,9.76,7,70.39,1.000,7,0.007,eleve
GN2025-00217,2025-01-13,2025,1,3,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,29.22,25.86,32.65,0.07,2.42,44.13,56.05,10.95,0,45.14,0.085,0,0.000,faible
GN2025-00218,2025-05-15,2025,5,20,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,31.06,26.46,35.21,2.84,13.94,69.71,57.11,11.97,3,35.69,0.273,4,0.004,faible
GN2025-00219,2025-06-24,2025,6,26,Kindia,Coyah,côtier,9.71000,-13.38000,27.39,24.11,32.39,2.24,169.03,416.15,68.99,7.61,6,65.75,1.000,10,0.011,eleve
GN2025-00220,2025-11-23,2025,11,47,Kindia,Dubréka,côtier,9.79000,-13.52000,27.87,24.36,32.83,51.16,161.41,969.69,71.16,5.13,7,93.53,1.000,18,0.020,eleve
GN2025-00221,2025-12-14,2025,12,50,Kindia,Forécariah,côtier,9.43000,-13.09000,27.87,24.45,32.38,6.00,188.42,1034.97,75.80,6.67,5,98.00,1.000,18,0.019,eleve
GN2025-00222,2025-04-03,2025,4,14,Kindia,Kindia,côtier,10.06000,-12.87000,28.45,23.29,32.91,0.69,3.23,45.68,62.94,9.17,0,36.95,0.015,5,0.005,faible
GN2025-00223,2025-02-25,2025,2,9,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,28.36,23.25,33.89,0.10,2.51,71.00,54.66,7.86,0,40.89,0.069,4,0.004,faible
GN2025-00224,2025-01-01,2025,1,1,Labé,Koubia,montagneux,11.59000,-11.90000,26.63,22.09,30.55,0.77,0.77,0.77,58.96,12.17,0,37.80,0.131,6,0.005,faible
GN2025-00225,2025-02-25,2025,2,9,Labé,Labé,montagneux,11.32000,-12.29000,25.66,20.75,29.50,0.42,20.99,41.98,59.40,6.11,2,44.59,0.226,2,0.002,faible
GN2025-00226,2025-05-13,2025,5,20,Labé,Lélouma,montagneux,11.18000,-12.48000,24.12,18.92,28.64,1.67,11.06,63.08,69.27,8.42,5,39.97,0.405,2,0.002,faible
GN2025-00227,2025-10-23,2025,10,43,Labé,Mali,montagneux,12.08000,-12.30000,24.65,19.35,29.15,1.13,126.43,297.31,74.11,7.77,6,54.70,0.950,13,0.012,moyen
GN2025-00228,2025-04-07,2025,4,15,Labé,Tougué,montagneux,11.45000,-11.67000,25.69,22.45,30.55,0.59,3.79,37.56,64.48,9.39,0,39.81,0.045,4,0.004,faible
GN2025-00229,2025-05-09,2025,5,19,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.77,22.47,30.57,2.41,37.68,113.62,63.11,10.34,5,44.82,0.507,1,0.001,faible
GN2025-00230,2025-12-22,2025,12,52,Mamou,Mamou,montagneux,10.38000,-12.09000,24.68,19.24,27.93,11.59,157.10,575.99,80.89,7.24,7,79.40,1.000,10,0.009,eleve
GN2025-00231,2025-01-12,2025,1,2,Mamou,Pita,montagneux,11.06000,-12.40000,26.58,23.24,31.05,0.43,2.55,21.92,53.61,11.76,0,39.95,0.049,2,0.002,faible
GN2025-00232,2025-07-28,2025,7,31,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.06,23.03,30.71,13.68,234.08,582.78,77.77,10.60,6,73.52,1.000,5,0.005,eleve
GN2025-00233,2025-04-13,2025,4,15,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,27.31,23.02,31.54,0.54,2.21,50.38,63.21,7.30,0,38.29,0.063,3,0.003,faible
GN2025-00234,2025-01-17,2025,1,3,Nzérékoré,Lola,forestier,7.80000,-8.53000,27.27,23.59,30.71,0.71,3.15,7.23,54.96,6.05,0,27.78,0.102,2,0.002,faible
GN2025-00235,2025-06-24,2025,6,26,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.79,19.62,29.57,19.77,130.92,669.02,81.76,11.45,6,86.62,0.984,12,0.013,eleve
GN2025-00236,2025-06-19,2025,6,25,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,24.96,19.46,28.05,81.51,167.25,387.42,82.73,7.92,7,54.51,1.000,13,0.014,eleve
GN2025-00237,2025-11-30,2025,11,48,Nzérékoré,Yomou,forestier,7.56000,-9.31000,24.36,20.32,30.09,9.11,274.39,950.43,76.81,7.43,6,98.00,1.000,9,0.010,eleve
GN2025-00238,2025-04-08,2025,4,15,Conakry,Conakry,côtier,9.54000,-13.68000,29.60,26.06,35.11,0.58,32.03,133.97,55.84,13.69,2,43.67,0.345,5,0.006,faible
GN2025-00239,2025-01-28,2025,1,5,Boké,Boffa,côtier,10.18000,-14.04000,28.30,24.10,32.16,0.21,2.65,13.67,57.18,10.57,0,37.16,0.052,2,0.002,faible
GN2025-00240,2025-11-19,2025,11,47,Boké,Boké,côtier,10.94000,-14.29000,27.70,23.41,31.35,2.33,203.33,525.90,68.99,7.90,7,68.63,1.000,14,0.014,eleve
GN2025-00241,2025-09-09,2025,9,37,Boké,Fria,côtier,10.37000,-13.58000,27.90,24.04,33.07,0.19,49.45,822.11,71.76,7.20,6,94.94,0.520,13,0.013,eleve
GN2025-00242,2025-06-23,2025,6,26,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,28.79,25.78,33.72,1.98,44.25,149.94,75.35,12.02,5,43.83,0.501,8,0.008,faible
GN2025-00243,2025-07-20,2025,7,29,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.87,24.18,34.33,0.99,18.28,101.89,74.28,4.14,5,55.13,0.426,5,0.005,faible
GN2025-00244,2025-02-14,2025,2,7,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.54,24.56,31.99,0.01,2.58,28.47,56.11,12.71,0,34.81,0.048,2,0.002,faible
GN2025-00245,2025-01-01,2025,1,1,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,28.96,25.18,32.33,0.73,0.73,0.73,60.39,11.27,0,38.52,0.103,5,0.005,faible
GN2025-00246,2025-11-29,2025,11,48,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,28.81,25.16,32.87,87.15,130.26,557.43,78.66,12.08,6,70.61,1.000,8,0.008,eleve
GN2025-00247,2025-03-14,2025,3,11,Faranah,Kissidougou,forestier,9.18000,-10.10000,27.89,22.91,33.34,0.66,2.88,80.77,58.75,13.11,0,37.21,0.101,6,0.006,faible
GN2025-00248,2025-04-14,2025,4,16,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,29.23,26.07,33.78,0.51,2.63,36.31,61.03,10.21,0,36.54,0.057,0,0.000,faible
GN2025-00249,2025-05-04,2025,5,18,Kankan,Kérouané,forestier,9.27000,-9.01000,28.12,24.31,32.77,0.63,3.47,76.31,71.30,8.59,0,34.50,0.063,3,0.003,faible
GN2025-00250,2025-10-17,2025,10,42,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.26,25.50,32.46,17.25,31.10,194.73,74.59,4.01,5,63.18,0.455,10,0.010,moyen
GN2025-00251,2025-06-21,2025,6,25,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,29.82,25.00,33.80,0.17,78.00,301.25,71.81,8.32,6,59.92,0.690,8,0.008,moyen
GN2025-00252,2025-05-20,2025,5,21,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.63,24.79,32.85,1.11,25.24,86.11,72.81,12.42,5,36.99,0.425,8,0.007,faible
GN2025-00253,2025-04-07,2025,4,15,Kindia,Coyah,côtier,9.71000,-13.38000,28.35,23.52,32.67,0.51,9.92,153.95,52.25,9.10,1,44.64,0.193,5,0.006,faible
GN2025-00254,2025-02-08,2025,2,6,Kindia,Dubréka,côtier,9.79000,-13.52000,28.37,23.80,31.73,0.41,81.44,119.69,59.05,11.43,2,44.24,0.504,5,0.006,moyen
GN2025-00255,2025-01-24,2025,1,4,Kindia,Forécariah,côtier,9.43000,-13.09000,28.59,24.84,32.41,0.28,2.34,16.31,60.67,11.02,0,41.95,0.057,2,0.002,faible
GN2025-00256,2025-08-29,2025,8,35,Kindia,Kindia,côtier,10.06000,-12.87000,26.14,22.95,30.69,49.24,266.36,733.27,78.87,5.03,6,82.86,1.000,20,0.021,eleve
GN2025-00257,2025-01-27,2025,1,5,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,26.43,22.77,30.10,0.60,2.55,47.92,59.85,11.18,0,37.56,0.073,4,0.004,faible
GN2025-00258,2025-04-02,2025,4,14,Labé,Koubia,montagneux,11.59000,-11.90000,25.09,21.93,30.14,0.20,41.33,93.77,59.13,14.30,2,43.07,0.409,1,0.001,faible
GN2025-00259,2025-10-11,2025,10,41,Labé,Labé,montagneux,11.32000,-12.29000,25.06,21.17,29.38,35.63,215.22,446.51,80.58,9.36,7,72.55,1.000,9,0.008,eleve
GN2025-00260,2025-12-04,2025,12,49,Labé,Lélouma,montagneux,11.18000,-12.48000,22.73,17.36,26.78,0.69,52.32,481.23,70.36,8.04,4,67.61,0.558,5,0.005,faible
GN2025-00261,2025-01-19,2025,1,3,Labé,Mali,montagneux,12.08000,-12.30000,26.34,23.09,30.00,0.42,2.27,31.73,59.69,6.58,0,37.27,0.054,5,0.005,faible
GN2025-00262,2025-02-08,2025,2,6,Labé,Tougué,montagneux,11.45000,-11.67000,25.88,21.69,28.92,0.16,12.49,66.18,56.66,10.78,1,37.67,0.197,3,0.003,faible
GN2025-00263,2025-01-23,2025,1,4,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.93,21.42,31.28,0.67,44.06,53.62,57.09,10.35,3,48.22,0.409,0,0.000,faible
GN2025-00264,2025-05-03,2025,5,18,Mamou,Mamou,montagneux,10.38000,-12.09000,24.83,19.65,29.70,0.43,2.64,37.90,59.18,9.40,0,37.33,0.078,2,0.002,faible
GN2025-00265,2025-10-29,2025,10,44,Mamou,Pita,montagneux,11.06000,-12.40000,23.53,19.98,28.55,26.59,106.04,416.89,83.23,9.38,6,70.23,0.951,12,0.011,moyen
GN2025-00266,2025-07-20,2025,7,29,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.20,23.51,32.26,2.40,76.39,541.53,79.31,6.38,6,72.86,0.799,15,0.015,moyen
GN2025-00267,2025-12-29,2025,12,1,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,26.65,23.00,31.19,102.42,252.80,1129.93,89.91,14.94,6,98.00,1.000,21,0.023,eleve
GN2025-00268,2025-11-27,2025,11,48,Nzérékoré,Lola,forestier,7.80000,-8.53000,24.83,19.49,28.35,51.22,297.40,1030.25,76.95,6.05,6,98.00,1.000,11,0.012,eleve
GN2025-00269,2025-10-31,2025,10,44,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.97,21.62,27.99,32.34,247.96,1056.05,85.62,10.58,5,98.00,1.000,15,0.016,eleve
GN2025-00270,2025-04-12,2025,4,15,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,26.83,22.52,31.43,0.48,91.73,128.71,60.88,13.03,5,51.39,0.741,7,0.008,moyen
